Work_Schedule_Id,Day_Name,Start_Date_Time,End_Date_Time,Other_Details


,
,,
,,,
,,,,
Test,,,,
Test,Test,,,
Test,Test,Test,,
Test,Test,Test,Test,
Test,Test,Test,Test,Test
Dup,Dup,Dup,Dup,Dup
Dup,Dup,Dup,Dup,Dup
WW9003,Thursday,Friday,2020-01-01 8:58:30,2020-01-01 14:35:51,Detail
WW9004,Sunday,Monday,2020-01-01 15:8:36,2020-01-01 22:37:36,Detail
WW9005,Saturday,Saturday,2020-01-01 23:0:44,2020-01-01 6:39:3,Detail
WW9006,Wednesday,Wednesday,2020-01-01 0:0:41,2020-01-01 7:46:31,Detail
WW9007,Monday,Thursday,2020-01-01 14:11:0,2020-01-01 16:53:35,Detail
WW9008,Friday,Tuesday,2020-01-01 22:7:47,2020-01-01 23:36:16,Detail
WW9009,Saturday,Monday,2020-01-01 6:37:21,2020-01-01 0:0:56,Detail
WW9010,Tuesday,Monday,2020-01-01 8:33:48,2020-01-01 14:41:43,Detail
WW9011,Sunday,Tuesday,2020-01-01 16:24:50,2020-01-01 22:28:50,Detail
WW9012,Sunday,Thursday,2020-01-01 23:37:8,2020-01-01 6:54:3,Detail
WW9013,Monday,Tuesday,2020-01-01 0:0:36,2020-01-01 8:26:36,Detail
WW9014,Thursday,Tuesday,2020-01-01 14:15:49,2020-01-01 15:45:59,Detail
WW9015,Wednesday,Friday,2020-01-01 22:13:55,2020-01-01 23:9:23,Detail
WW9016,Thursday,Friday,2020-01-01 6:26:57,2020-01-01 0:0:24,Detail
WW9017,Tuesday,Monday,2020-01-01 8:36:7,2020-01-01 14:0:39,Detail
WW9018,Thursday,Friday,2020-01-01 15:15:28,2020-01-01 22:28:25,Detail
WW9019,Sunday,Sunday,2020-01-01 23:28:35,2020-01-01 6:53:25,Detail
WW9020,Friday,Monday,2020-01-01 0:0:34,2020-01-01 7:21:16,Detail
WW9021,Thursday,Saturday,2020-01-01 14:18:2,2020-01-01 16:44:33,Detail
WW9022,Wednesday,Wednesday,2020-01-01 22:4:57,2020-01-01 23:35:53,Detail
WW9023,Thursday,Thursday,2020-01-01 6:53:9,2020-01-01 0:0:46,Detail
WW9024,Saturday,Saturday,2020-01-01 7:25:20,2020-01-01 14:27:43,Detail
WW9025,Thursday,Friday,2020-01-01 16:31:17,2020-01-01 22:45:48,Detail
WW9026,Tuesday,Saturday,2020-01-01 23:3:38,2020-01-01 6:52:34,Detail
WW9027,Tuesday,Saturday,2020-01-01 0:0:30,2020-01-01 8:24:1,Detail
WW9028,Friday,Thursday,2020-01-01 14:13:3,2020-01-01 15:5:49,Detail
WW9029,Monday,Friday,2020-01-01 22:33:39,2020-01-01 23:36:48,Detail
WW9030,Thursday,Thursday,2020-01-01 6:55:17,2020-01-01 0:0:28,Detail
WW9031,Sunday,Sunday,2020-01-01 7:40:32,2020-01-01 14:4:29,Detail
WW9032,Saturday,Sunday,2020-01-01 16:39:31,2020-01-01 22:3:54,Detail
WW9033,Saturday,Saturday,2020-01-01 23:30:19,2020-01-01 6:50:52,Detail
WW9034,Tuesday,Tuesday,2020-01-01 0:0:58,2020-01-01 8:9:4,Detail
WW9035,Friday,Saturday,2020-01-01 14:48:6,2020-01-01 15:27:43,Detail
WW9036,Sunday,Friday,2020-01-01 22:56:23,2020-01-01 23:31:22,Detail
WW9037,Wednesday,Sunday,2020-01-01 6:41:20,2020-01-01 0:0:46,Detail
WW9038,Sunday,Sunday,2020-01-01 7:21:29,2020-01-01 14:18:58,Detail
WW9039,Thursday,Friday,2020-01-01 16:21:12,2020-01-01 22:47:59,Detail
WW9040,Tuesday,Friday,2020-01-01 23:13:50,2020-01-01 6:22:38,Detail
WW9041,Monday,Friday,2020-01-01 0:0:19,2020-01-01 8:11:15,Detail
WW9042,Saturday,Wednesday,2020-01-01 14:6:20,2020-01-01 16:39:48,Detail
WW9043,Thursday,Sunday,2020-01-01 22:42:59,2020-01-01 23:30:12,Detail
WW9044,Tuesday,Saturday,2020-01-01 6:42:2,2020-01-01 0:0:50,Detail
WW9045,Thursday,Tuesday,2020-01-01 7:16:25,2020-01-01 14:7:32,Detail
WW9046,Monday,Tuesday,2020-01-01 16:44:26,2020-01-01 22:57:27,Detail
WW9047,Sunday,Friday,2020-01-01 23:43:27,2020-01-01 6:30:0,Detail
WW9048,Thursday,Saturday,2020-01-01 0:0:10,2020-01-01 7:28:12,Detail
WW9049,Sunday,Thursday,2020-01-01 14:13:41,2020-01-01 16:37:24,Detail
WW9050,Sunday,Tuesday,2020-01-01 22:49:18,2020-01-01 23:23:36,Detail
WW9051,Saturday,Saturday,2020-01-01 6:38:49,2020-01-01 0:0:35,Detail
WW9052,Sunday,Tuesday,2020-01-01 7:11:5,2020-01-01 14:32:39,Detail
WW9053,Thursday,Monday,2020-01-01 15:28:50,2020-01-01 22:56:58,Detail
WW9054,Friday,Wednesday,2020-01-01 23:11:39,2020-01-01 6:22:12,Detail
WW9055,Tuesday,Sunday,2020-01-01 0:0:18,2020-01-01 8:15:57,Detail
WW9056,Wednesday,Friday,2020-01-01 14:57:52,2020-01-01 15:30:26,Detail
WW9057,Wednesday,Tuesday,2020-01-01 22:5:5,2020-01-01 23:33:38,Detail
WW9058,Saturday,Friday,2020-01-01 6:39:24,2020-01-01 0:0:53,Detail
WW9059,Friday,Monday,2020-01-01 8:37:37,2020-01-01 14:47:44,Detail
WW9060,Sunday,Friday,2020-01-01 16:34:36,2020-01-01 22:15:15,Detail
WW9061,Sunday,Monday,2020-01-01 23:0:45,2020-01-01 6:49:2,Detail
WW9062,Friday,Tuesday,2020-01-01 0:0:37,2020-01-01 8:40:24,Detail
WW9063,Friday,Tuesday,2020-01-01 14:7:49,2020-01-01 16:51:2,Detail
WW9064,Wednesday,Saturday,2020-01-01 22:41:4,2020-01-01 23:8:55,Detail
WW9065,Friday,Tuesday,2020-01-01 6:31:13,2020-01-01 0:0:44,Detail
WW9066,Friday,Friday,2020-01-01 8:57:11,2020-01-01 14:56:13,Detail
WW9067,Sunday,Friday,2020-01-01 15:18:18,2020-01-01 22:55:12,Detail
WW9068,Tuesday,Tuesday,2020-01-01 23:51:56,2020-01-01 6:6:19,Detail
WW9069,Wednesday,Wednesday,2020-01-01 0:0:16,2020-01-01 8:31:14,Detail
WW9070,Sunday,Friday,2020-01-01 14:36:1,2020-01-01 15:7:55,Detail
WW9071,Friday,Wednesday,2020-01-01 22:12:20,2020-01-01 23:38:9,Detail
WW9072,Tuesday,Saturday,2020-01-01 6:44:33,2020-01-01 0:0:45,Detail
WW9073,Thursday,Friday,2020-01-01 7:35:58,2020-01-01 14:48:32,Detail
WW9074,Saturday,Thursday,2020-01-01 16:21:31,2020-01-01 22:26:57,Detail
WW9075,Friday,Monday,2020-01-01 23:35:50,2020-01-01 6:5:4,Detail
WW9076,Thursday,Friday,2020-01-01 0:0:38,2020-01-01 8:26:21,Detail
WW9077,Saturday,Sunday,2020-01-01 14:33:52,2020-01-01 16:28:46,Detail
WW9078,Monday,Tuesday,2020-01-01 22:47:17,2020-01-01 23:12:40,Detail
WW9079,Thursday,Wednesday,2020-01-01 6:15:49,2020-01-01 0:0:16,Detail
WW9080,Thursday,Sunday,2020-01-01 7:30:56,2020-01-01 14:21:4,Detail
WW9081,Thursday,Tuesday,2020-01-01 15:8:58,2020-01-01 22:2:38,Detail
WW9082,Thursday,Sunday,2020-01-01 23:1:21,2020-01-01 6:22:52,Detail
WW9083,Tuesday,Sunday,2020-01-01 0:0:59,2020-01-01 7:17:22,Detail
WW9084,Wednesday,Thursday,2020-01-01 14:55:57,2020-01-01 15:44:42,Detail
WW9085,Saturday,Saturday,2020-01-01 22:21:22,2020-01-01 23:34:52,Detail
WW9086,Friday,Friday,2020-01-01 6:27:45,2020-01-01 0:0:53,Detail
WW9087,Tuesday,Saturday,2020-01-01 8:54:19,2020-01-01 14:40:27,Detail
WW9088,Tuesday,Wednesday,2020-01-01 15:38:43,2020-01-01 22:5:56,Detail
WW9089,Wednesday,Sunday,2020-01-01 23:21:55,2020-01-01 6:28:45,Detail
WW9090,Tuesday,Tuesday,2020-01-01 0:0:1,2020-01-01 8:39:21,Detail
WW9091,Saturday,Thursday,2020-01-01 14:28:18,2020-01-01 15:22:57,Detail
WW9092,Wednesday,Monday,2020-01-01 22:31:36,2020-01-01 23:58:7,Detail
WW9093,Saturday,Sunday,2020-01-01 6:25:57,2020-01-01 0:0:22,Detail
WW9094,Saturday,Friday,2020-01-01 8:39:0,2020-01-01 14:7:43,Detail
WW9095,Monday,Sunday,2020-01-01 16:52:41,2020-01-01 22:40:44,Detail
WW9096,Wednesday,Monday,2020-01-01 23:32:52,2020-01-01 6:26:23,Detail
WW9097,Sunday,Monday,2020-01-01 0:0:30,2020-01-01 8:46:46,Detail
WW9098,Thursday,Tuesday,2020-01-01 14:46:2,2020-01-01 15:33:29,Detail
WW9099,Thursday,Tuesday,2020-01-01 22:41:48,2020-01-01 23:58:1,Detail
WW9100,Tuesday,Thursday,2020-01-01 6:55:56,2020-01-01 0:0:1,Detail
WW9101,Monday,Tuesday,2020-01-01 7:34:33,2020-01-01 14:26:16,Detail
WW9102,Friday,Tuesday,2020-01-01 16:5:0,2020-01-01 22:32:30,Detail
WW9103,Saturday,Saturday,2020-01-01 23:36:43,2020-01-01 6:59:16,Detail
WW9104,Tuesday,Tuesday,2020-01-01 0:0:47,2020-01-01 8:10:17,Detail
WW9105,Wednesday,Friday,2020-01-01 14:13:51,2020-01-01 15:36:41,Detail
WW9106,Monday,Friday,2020-01-01 22:3:34,2020-01-01 23:39:30,Detail
WW9107,Saturday,Sunday,2020-01-01 6:6:11,2020-01-01 0:0:44,Detail
WW9108,Friday,Wednesday,2020-01-01 7:45:29,2020-01-01 14:5:44,Detail
WW9109,Thursday,Monday,2020-01-01 15:5:41,2020-01-01 22:37:10,Detail
WW9110,Wednesday,Monday,2020-01-01 23:44:45,2020-01-01 6:59:53,Detail
WW9111,Tuesday,Friday,2020-01-01 0:0:5,2020-01-01 7:41:42,Detail
WW9112,Monday,Sunday,2020-01-01 14:54:20,2020-01-01 15:53:27,Detail
WW9113,Monday,Wednesday,2020-01-01 22:7:8,2020-01-01 23:32:51,Detail
WW9114,Friday,Friday,2020-01-01 6:10:29,2020-01-01 0:0:40,Detail
WW9115,Monday,Monday,2020-01-01 8:28:55,2020-01-01 14:29:51,Detail
WW9116,Thursday,Friday,2020-01-01 15:27:38,2020-01-01 22:9:44,Detail
WW9117,Thursday,Thursday,2020-01-01 23:29:1,2020-01-01 6:14:13,Detail
WW9118,Monday,Wednesday,2020-01-01 0:0:22,2020-01-01 8:5:38,Detail
WW9119,Wednesday,Thursday,2020-01-01 14:23:58,2020-01-01 15:38:5,Detail
WW9120,Sunday,Monday,2020-01-01 22:11:48,2020-01-01 23:45:50,Detail
WW9121,Friday,Tuesday,2020-01-01 6:25:53,2020-01-01 0:0:59,Detail
WW9122,Friday,Sunday,2020-01-01 8:34:39,2020-01-01 14:41:3,Detail
WW9123,Wednesday,Thursday,2020-01-01 16:48:3,2020-01-01 22:6:26,Detail
WW9124,Tuesday,Sunday,2020-01-01 23:20:45,2020-01-01 6:48:2,Detail
WW9125,Tuesday,Tuesday,2020-01-01 0:0:58,2020-01-01 7:7:39,Detail
WW9126,Saturday,Sunday,2020-01-01 14:54:4,2020-01-01 16:37:33,Detail
WW9127,Sunday,Tuesday,2020-01-01 22:34:35,2020-01-01 23:39:14,Detail
WW9128,Friday,Wednesday,2020-01-01 6:5:11,2020-01-01 0:0:56,Detail
WW9129,Monday,Wednesday,2020-01-01 8:51:43,2020-01-01 14:19:13,Detail
WW9130,Tuesday,Thursday,2020-01-01 15:27:9,2020-01-01 22:39:52,Detail
WW9131,Monday,Tuesday,2020-01-01 23:4:2,2020-01-01 6:22:21,Detail
WW9132,Monday,Wednesday,2020-01-01 0:0:34,2020-01-01 7:45:42,Detail
WW9133,Sunday,Sunday,2020-01-01 14:42:28,2020-01-01 16:54:56,Detail
WW9134,Tuesday,Friday,2020-01-01 22:0:45,2020-01-01 23:4:39,Detail
WW9135,Monday,Tuesday,2020-01-01 6:22:28,2020-01-01 0:0:49,Detail
WW9136,Thursday,Thursday,2020-01-01 8:26:16,2020-01-01 14:29:16,Detail
WW9137,Wednesday,Thursday,2020-01-01 16:30:29,2020-01-01 22:48:52,Detail
WW9138,Friday,Sunday,2020-01-01 23:20:17,2020-01-01 6:3:14,Detail
WW9139,Saturday,Saturday,2020-01-01 0:0:33,2020-01-01 8:22:20,Detail
WW9140,Sunday,Wednesday,2020-01-01 14:8:46,2020-01-01 15:31:22,Detail
WW9141,Thursday,Friday,2020-01-01 22:53:51,2020-01-01 23:4:27,Detail
WW9142,Tuesday,Sunday,2020-01-01 6:18:27,2020-01-01 0:0:48,Detail
WW9143,Friday,Monday,2020-01-01 8:29:6,2020-01-01 14:1:27,Detail
WW9144,Tuesday,Sunday,2020-01-01 15:6:51,2020-01-01 22:34:37,Detail
WW9145,Saturday,Thursday,2020-01-01 23:13:52,2020-01-01 6:54:51,Detail
WW9146,Sunday,Tuesday,2020-01-01 0:0:59,2020-01-01 8:0:35,Detail
WW9147,Thursday,Friday,2020-01-01 14:27:2,2020-01-01 16:54:5,Detail
WW9148,Wednesday,Friday,2020-01-01 22:29:16,2020-01-01 23:3:38,Detail
WW9149,Wednesday,Monday,2020-01-01 6:32:16,2020-01-01 0:0:15,Detail
WW9150,Saturday,Tuesday,2020-01-01 8:13:30,2020-01-01 14:11:53,Detail
WW9151,Sunday,Wednesday,2020-01-01 16:37:15,2020-01-01 22:14:25,Detail
WW9152,Sunday,Thursday,2020-01-01 23:4:12,2020-01-01 6:55:4,Detail
WW9153,Monday,Saturday,2020-01-01 0:0:1,2020-01-01 8:27:47,Detail
WW9154,Saturday,Wednesday,2020-01-01 14:20:30,2020-01-01 16:28:35,Detail
WW9155,Thursday,Friday,2020-01-01 22:18:40,2020-01-01 23:12:0,Detail
WW9156,Sunday,Thursday,2020-01-01 6:15:57,2020-01-01 0:0:44,Detail
WW9157,Monday,Wednesday,2020-01-01 7:13:25,2020-01-01 14:59:31,Detail
WW9158,Saturday,Sunday,2020-01-01 15:5:34,2020-01-01 22:50:43,Detail
WW9159,Tuesday,Monday,2020-01-01 23:56:43,2020-01-01 6:22:28,Detail
WW9160,Monday,Tuesday,2020-01-01 0:0:24,2020-01-01 7:47:42,Detail
WW9161,Sunday,Saturday,2020-01-01 14:37:47,2020-01-01 16:52:26,Detail
WW9162,Monday,Wednesday,2020-01-01 22:12:31,2020-01-01 23:16:6,Detail
WW9163,Wednesday,Friday,2020-01-01 6:8:57,2020-01-01 0:0:21,Detail
WW9164,Tuesday,Sunday,2020-01-01 7:39:2,2020-01-01 14:4:41,Detail
WW9165,Tuesday,Tuesday,2020-01-01 15:32:0,2020-01-01 22:5:19,Detail
WW9166,Wednesday,Sunday,2020-01-01 23:29:5,2020-01-01 6:53:10,Detail
WW9167,Monday,Saturday,2020-01-01 0:0:42,2020-01-01 7:57:24,Detail
WW9168,Saturday,Thursday,2020-01-01 14:52:14,2020-01-01 16:16:20,Detail
WW9169,Thursday,Monday,2020-01-01 22:1:0,2020-01-01 23:28:43,Detail
WW9170,Tuesday,Thursday,2020-01-01 6:55:43,2020-01-01 0:0:48,Detail
WW9171,Monday,Thursday,2020-01-01 7:31:36,2020-01-01 14:49:46,Detail
WW9172,Tuesday,Tuesday,2020-01-01 16:43:44,2020-01-01 22:58:46,Detail
WW9173,Monday,Wednesday,2020-01-01 23:45:46,2020-01-01 6:25:54,Detail
WW9174,Sunday,Tuesday,2020-01-01 0:0:10,2020-01-01 8:2:48,Detail
WW9175,Wednesday,Tuesday,2020-01-01 14:8:48,2020-01-01 16:12:28,Detail
WW9176,Sunday,Sunday,2020-01-01 22:30:14,2020-01-01 23:9:10,Detail
WW9177,Wednesday,Sunday,2020-01-01 6:7:36,2020-01-01 0:0:36,Detail
WW9178,Friday,Tuesday,2020-01-01 7:10:58,2020-01-01 14:31:28,Detail
WW9179,Wednesday,Thursday,2020-01-01 16:33:26,2020-01-01 22:53:45,Detail
WW9180,Thursday,Monday,2020-01-01 23:14:8,2020-01-01 6:18:52,Detail
WW9181,Saturday,Tuesday,2020-01-01 0:0:27,2020-01-01 8:27:59,Detail
WW9182,Saturday,Tuesday,2020-01-01 14:8:28,2020-01-01 15:19:8,Detail
WW9183,Friday,Monday,2020-01-01 22:36:52,2020-01-01 23:3:12,Detail
WW9184,Monday,Thursday,2020-01-01 6:36:36,2020-01-01 0:0:55,Detail
WW9185,Tuesday,Monday,2020-01-01 8:32:41,2020-01-01 14:38:16,Detail
WW9186,Tuesday,Sunday,2020-01-01 15:37:11,2020-01-01 22:3:24,Detail
WW9187,Friday,Saturday,2020-01-01 23:5:46,2020-01-01 6:4:11,Detail
WW9188,Sunday,Sunday,2020-01-01 0:0:15,2020-01-01 8:15:4,Detail
WW9189,Thursday,Wednesday,2020-01-01 14:44:2,2020-01-01 15:38:48,Detail
WW9190,Saturday,Sunday,2020-01-01 22:28:59,2020-01-01 23:34:51,Detail
WW9191,Wednesday,Thursday,2020-01-01 6:49:53,2020-01-01 0:0:52,Detail
WW9192,Wednesday,Saturday,2020-01-01 8:16:53,2020-01-01 14:28:2,Detail
WW9193,Sunday,Friday,2020-01-01 16:9:36,2020-01-01 22:34:48,Detail
WW9194,Wednesday,Tuesday,2020-01-01 23:42:56,2020-01-01 6:15:46,Detail
WW9195,Wednesday,Thursday,2020-01-01 0:0:28,2020-01-01 7:34:28,Detail
WW9196,Wednesday,Tuesday,2020-01-01 14:3:34,2020-01-01 15:32:25,Detail
WW9197,Monday,Friday,2020-01-01 22:13:24,2020-01-01 23:29:9,Detail
WW9198,Tuesday,Sunday,2020-01-01 6:5:53,2020-01-01 0:0:50,Detail
WW9199,Sunday,Wednesday,2020-01-01 8:54:27,2020-01-01 14:24:37,Detail
WW9200,Monday,Sunday,2020-01-01 16:13:5,2020-01-01 22:32:38,Detail
WW9201,Friday,Wednesday,2020-01-01 23:13:29,2020-01-01 6:22:14,Detail
WW9202,Thursday,Saturday,2020-01-01 0:0:9,2020-01-01 7:57:21,Detail
WW9203,Monday,Thursday,2020-01-01 14:16:11,2020-01-01 16:31:47,Detail
WW9204,Wednesday,Monday,2020-01-01 22:19:7,2020-01-01 23:38:25,Detail
WW9205,Sunday,Thursday,2020-01-01 6:27:9,2020-01-01 0:0:13,Detail
WW9206,Wednesday,Saturday,2020-01-01 8:29:21,2020-01-01 14:12:43,Detail
WW9207,Friday,Sunday,2020-01-01 15:29:55,2020-01-01 22:23:12,Detail
WW9208,Tuesday,Tuesday,2020-01-01 23:29:7,2020-01-01 6:18:24,Detail
WW9209,Friday,Saturday,2020-01-01 0:0:14,2020-01-01 8:5:38,Detail
WW9210,Thursday,Friday,2020-01-01 14:56:8,2020-01-01 15:35:21,Detail
WW9211,Wednesday,Saturday,2020-01-01 22:0:5,2020-01-01 23:13:13,Detail
WW9212,Saturday,Wednesday,2020-01-01 6:10:2,2020-01-01 0:0:3,Detail
WW9213,Friday,Wednesday,2020-01-01 8:49:3,2020-01-01 14:41:17,Detail
WW9214,Wednesday,Monday,2020-01-01 16:1:30,2020-01-01 22:47:7,Detail
WW9215,Saturday,Tuesday,2020-01-01 23:13:55,2020-01-01 6:58:19,Detail
WW9216,Saturday,Sunday,2020-01-01 0:0:2,2020-01-01 7:57:3,Detail
WW9217,Monday,Tuesday,2020-01-01 14:22:36,2020-01-01 16:1:43,Detail
WW9218,Thursday,Monday,2020-01-01 22:4:32,2020-01-01 23:52:3,Detail
WW9219,Wednesday,Saturday,2020-01-01 6:4:30,2020-01-01 0:0:5,Detail
WW9220,Wednesday,Saturday,2020-01-01 7:51:51,2020-01-01 14:15:48,Detail
WW9221,Tuesday,Sunday,2020-01-01 16:43:37,2020-01-01 22:33:43,Detail
WW9222,Tuesday,Thursday,2020-01-01 23:2:51,2020-01-01 6:52:19,Detail
WW9223,Saturday,Tuesday,2020-01-01 0:0:13,2020-01-01 8:36:54,Detail
WW9224,Tuesday,Tuesday,2020-01-01 14:33:58,2020-01-01 16:47:25,Detail
WW9225,Monday,Tuesday,2020-01-01 22:56:15,2020-01-01 23:43:16,Detail
WW9226,Saturday,Monday,2020-01-01 6:32:12,2020-01-01 0:0:45,Detail
WW9227,Sunday,Sunday,2020-01-01 7:36:39,2020-01-01 14:21:40,Detail
WW9228,Friday,Tuesday,2020-01-01 16:0:41,2020-01-01 22:27:38,Detail
WW9229,Monday,Friday,2020-01-01 23:13:51,2020-01-01 6:34:25,Detail
WW9230,Monday,Sunday,2020-01-01 0:0:53,2020-01-01 7:52:31,Detail
WW9231,Tuesday,Tuesday,2020-01-01 14:24:23,2020-01-01 16:16:24,Detail
WW9232,Wednesday,Wednesday,2020-01-01 22:21:8,2020-01-01 23:23:7,Detail
WW9233,Wednesday,Thursday,2020-01-01 6:30:14,2020-01-01 0:0:50,Detail
WW9234,Monday,Sunday,2020-01-01 7:16:39,2020-01-01 14:25:28,Detail
WW9235,Thursday,Saturday,2020-01-01 16:40:38,2020-01-01 22:18:22,Detail
WW9236,Wednesday,Monday,2020-01-01 23:55:12,2020-01-01 6:43:25,Detail
WW9237,Tuesday,Monday,2020-01-01 0:0:45,2020-01-01 8:47:30,Detail
WW9238,Thursday,Saturday,2020-01-01 14:57:24,2020-01-01 16:26:46,Detail
WW9239,Thursday,Wednesday,2020-01-01 22:5:24,2020-01-01 23:13:46,Detail
WW9240,Tuesday,Saturday,2020-01-01 6:18:20,2020-01-01 0:0:54,Detail
WW9241,Friday,Wednesday,2020-01-01 7:2:43,2020-01-01 14:58:53,Detail
WW9242,Friday,Sunday,2020-01-01 16:50:45,2020-01-01 22:58:41,Detail
WW9243,Tuesday,Sunday,2020-01-01 23:4:54,2020-01-01 6:28:1,Detail
WW9244,Monday,Wednesday,2020-01-01 0:0:35,2020-01-01 8:43:21,Detail
WW9245,Wednesday,Tuesday,2020-01-01 14:47:32,2020-01-01 16:16:34,Detail
WW9246,Wednesday,Tuesday,2020-01-01 22:51:32,2020-01-01 23:15:6,Detail
WW9247,Sunday,Saturday,2020-01-01 6:28:52,2020-01-01 0:0:3,Detail
WW9248,Thursday,Thursday,2020-01-01 8:24:38,2020-01-01 14:25:19,Detail
WW9249,Wednesday,Monday,2020-01-01 15:33:17,2020-01-01 22:56:49,Detail
WW9250,Wednesday,Tuesday,2020-01-01 23:13:15,2020-01-01 6:17:10,Detail
WW9251,Sunday,Sunday,2020-01-01 0:0:10,2020-01-01 8:37:54,Detail
WW9252,Sunday,Monday,2020-01-01 14:20:22,2020-01-01 15:51:18,Detail
WW9253,Thursday,Friday,2020-01-01 22:37:13,2020-01-01 23:11:3,Detail
WW9254,Thursday,Monday,2020-01-01 6:19:1,2020-01-01 0:0:45,Detail
WW9255,Wednesday,Wednesday,2020-01-01 7:46:48,2020-01-01 14:33:59,Detail
WW9256,Sunday,Friday,2020-01-01 16:58:8,2020-01-01 22:11:3,Detail
WW9257,Saturday,Sunday,2020-01-01 23:25:38,2020-01-01 6:47:6,Detail
WW9258,Saturday,Sunday,2020-01-01 0:0:46,2020-01-01 7:6:52,Detail
WW9259,Monday,Sunday,2020-01-01 14:7:35,2020-01-01 16:5:50,Detail
WW9260,Tuesday,Wednesday,2020-01-01 22:40:31,2020-01-01 23:49:26,Detail
WW9261,Tuesday,Friday,2020-01-01 6:1:28,2020-01-01 0:0:21,Detail
WW9262,Tuesday,Thursday,2020-01-01 7:14:29,2020-01-01 14:52:51,Detail
WW9263,Wednesday,Thursday,2020-01-01 16:59:28,2020-01-01 22:33:49,Detail
WW9264,Thursday,Monday,2020-01-01 23:52:33,2020-01-01 6:1:7,Detail
WW9265,Thursday,Monday,2020-01-01 0:0:18,2020-01-01 8:32:2,Detail
WW9266,Thursday,Thursday,2020-01-01 14:26:8,2020-01-01 15:36:36,Detail
WW9267,Tuesday,Friday,2020-01-01 22:17:13,2020-01-01 23:56:57,Detail
WW9268,Thursday,Sunday,2020-01-01 6:2:26,2020-01-01 0:0:3,Detail
WW9269,Friday,Thursday,2020-01-01 8:19:21,2020-01-01 14:2:9,Detail
WW9270,Thursday,Wednesday,2020-01-01 16:45:50,2020-01-01 22:44:57,Detail
WW9271,Friday,Monday,2020-01-01 23:7:18,2020-01-01 6:28:38,Detail
WW9272,Tuesday,Wednesday,2020-01-01 0:0:40,2020-01-01 8:3:50,Detail
WW9273,Saturday,Tuesday,2020-01-01 14:47:28,2020-01-01 15:48:32,Detail
WW9274,Sunday,Monday,2020-01-01 22:9:41,2020-01-01 23:52:33,Detail
WW9275,Monday,Thursday,2020-01-01 6:45:39,2020-01-01 0:0:32,Detail
WW9276,Monday,Monday,2020-01-01 8:15:47,2020-01-01 14:33:50,Detail
WW9277,Friday,Wednesday,2020-01-01 16:24:29,2020-01-01 22:1:50,Detail
WW9278,Thursday,Tuesday,2020-01-01 23:58:29,2020-01-01 6:5:24,Detail
WW9279,Wednesday,Sunday,2020-01-01 0:0:39,2020-01-01 8:2:24,Detail
WW9280,Friday,Monday,2020-01-01 14:47:29,2020-01-01 16:47:59,Detail
WW9281,Tuesday,Sunday,2020-01-01 22:58:5,2020-01-01 23:15:53,Detail
WW9282,Thursday,Sunday,2020-01-01 6:46:39,2020-01-01 0:0:50,Detail
WW9283,Wednesday,Thursday,2020-01-01 7:38:44,2020-01-01 14:11:39,Detail
WW9284,Sunday,Friday,2020-01-01 15:11:35,2020-01-01 22:19:8,Detail
WW9285,Tuesday,Monday,2020-01-01 23:34:43,2020-01-01 6:5:4,Detail
WW9286,Sunday,Wednesday,2020-01-01 0:0:20,2020-01-01 7:59:23,Detail
WW9287,Sunday,Thursday,2020-01-01 14:1:19,2020-01-01 15:41:10,Detail
WW9288,Sunday,Sunday,2020-01-01 22:49:7,2020-01-01 23:37:53,Detail
WW9289,Thursday,Thursday,2020-01-01 6:7:27,2020-01-01 0:0:30,Detail
WW9290,Friday,Sunday,2020-01-01 8:41:12,2020-01-01 14:41:9,Detail
WW9291,Sunday,Wednesday,2020-01-01 15:22:41,2020-01-01 22:36:36,Detail
WW9292,Friday,Saturday,2020-01-01 23:25:42,2020-01-01 6:54:12,Detail
WW9293,Wednesday,Tuesday,2020-01-01 0:0:23,2020-01-01 7:13:14,Detail
WW9294,Thursday,Saturday,2020-01-01 14:48:45,2020-01-01 16:9:42,Detail
WW9295,Wednesday,Wednesday,2020-01-01 22:40:20,2020-01-01 23:12:29,Detail
WW9296,Saturday,Sunday,2020-01-01 6:19:45,2020-01-01 0:0:24,Detail
WW9297,Saturday,Wednesday,2020-01-01 7:50:40,2020-01-01 14:30:14,Detail
WW9298,Saturday,Tuesday,2020-01-01 16:1:6,2020-01-01 22:39:27,Detail
WW9299,Tuesday,Wednesday,2020-01-01 23:57:31,2020-01-01 6:19:0,Detail
WW9300,Tuesday,Wednesday,2020-01-01 0:0:18,2020-01-01 7:55:29,Detail
WW9301,Tuesday,Tuesday,2020-01-01 14:1:8,2020-01-01 16:34:57,Detail
WW9302,Friday,Wednesday,2020-01-01 22:57:43,2020-01-01 23:36:43,Detail
WW9303,Saturday,Friday,2020-01-01 6:34:18,2020-01-01 0:0:3,Detail
WW9304,Saturday,Wednesday,2020-01-01 7:14:26,2020-01-01 14:25:53,Detail
WW9305,Tuesday,Tuesday,2020-01-01 15:52:56,2020-01-01 22:42:48,Detail
WW9306,Thursday,Wednesday,2020-01-01 23:36:10,2020-01-01 6:50:43,Detail
WW9307,Sunday,Saturday,2020-01-01 0:0:22,2020-01-01 7:50:36,Detail
WW9308,Friday,Saturday,2020-01-01 14:45:31,2020-01-01 15:44:11,Detail
